;shortname;fullname;category
254;EEEFMPROFESSORJOAOANTUNESDASDORES_2ªN01-EM_PROINPAC_INEP32035500_4656_2024;;6622
255;EEEFMPROFESSORJOAOANTUNESDASDORES_3ªN01-EM_PROINPAC_INEP32035500_5068_2024;;6622
256;EEEFMSERRASEDE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32080735_3191_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
257;EEEFMSERRASEDE_1ªN01-EJA-EM-ALG_1ª ETAPA_PIPAT_INEP32080735_3741_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
258;EEEFMSERRASEDE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32080735_760_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
259;EEEFMSERRASEDE_2ªN01-EJA-EM-ALG_2ª ETAPA_PIPAT_INEP32080735_6047_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
260;EEEFMSERRASEDE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32080735_2027_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
261;EEEFMSERRASEDE_3ªN01-EJA-EM-ALG_3ª ETAPA_PIPAT_INEP32080735_4243_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
262;EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_EO_INEP32037260_763_2024;ESTUDO ORIENTADO;6622
263;EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_PROINPAC_INEP32037260_763_2024;;6622
264;EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_PV_INEP32037260_763_2024;PROJETO DE VIDA;6622
265;EEEFMSILVIOEGITOSOBRINHO_2ªN01-EM_PROINPAC_INEP32037260_1399_2024;;6622
266;EEEFMSILVIOEGITOSOBRINHO_3ªN01-EM_PROINPAC_INEP32037260_2030_2024;;6622
267;EEEFMSIZENANDOPECHINCHA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036531_3200_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
268;EEEFMSIZENANDOPECHINCHA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036531_235_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
269;EEEFMSIZENANDOPECHINCHA_3ªN01-EM_PROINPAC_INEP32036531_3751_2024;;6622
270;EEEFMVILANOVADECOLARES_1ªN01EJA-EM_1ª ETAPA_PIPAT_INEP32134010_2650_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
271;EEEFMVILANOVADECOLARES_2ªN01EJA-EM_2ª ETAPA_PIPAT_INEP32134010_4260_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
272;EEEFMVILANOVADECOLARES_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32134010_6054_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
273;EEEFMVILANOVADECOLARES_5ªN01EJA-EF_5ª ETAPA_PIPAT_INEP32134010_6423_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
274;EEEFMVILANOVADECOLARES_6ªN01EJA-EF_6ª ETAPA_PIPAT_INEP32134010_784_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
275;EEEFMVILANOVADECOLARES_7ªN01EJA-EF_7ª ETAPA_PIPAT_INEP32134010_1422_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
276;EEEFMVILANOVADECOLARES_8ªN01EJA-EF_8ª ETAPA_PIPAT_INEP32134010_2053_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
277;EEEFMZUMBIDOSPALMARES-SERRA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32066333_4728_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
278;EEEFMZUMBIDOSPALMARES-SERRA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32066333_5802_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
279;EEEFMZUMBIDOSPALMARES-SERRA_2ªN01-EM_PROINPAC_INEP32066333_1441_2024;;6622
280;EEEFMZUMBIDOSPALMARES-SERRA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32066333_6059_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
281;EEEFMZUMBIDOSPALMARES-SERRA_3ªN01-EM_PROINPAC_INEP32066333_2074_2024;;6622
282;EEEFMALMIRANTEBARROSO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32041560_371_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
283;EEEFMALMIRANTEBARROSO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32041560_995_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
284;EEEFMALMIRANTEBARROSO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32041560_1616_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
285;EEEFMALMIRANTEBARROSO_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32041560_2239_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
286;EEEFMELZALEMOSANDREATTA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32063199_471_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
287;EEEFMELZALEMOSANDREATTA_1ªN02-EJA-EM_1ª ETAPA_PIPAT_INEP32063199_1097_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
288;EEEFMELZALEMOSANDREATTA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32063199_1717_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
289;EEEFMELZALEMOSANDREATTA_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32063199_2337_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
290;EEEFMELZALEMOSANDREATTA_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32063199_3460_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
291;EEEFMELZALEMOSANDREATTA_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32063199_3993_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
292;EEEFMELZALEMOSANDREATTA_3ªN03-EJA-EM_3ª ETAPA_PIPAT_INEP32063199_4467_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
293;EEEFMHILDEBRANDOLUCAS_1ªM01EJA-EM_1ª ETAPA_PVI1_INEP32040300_2948_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
294;EEEFMHILDEBRANDOLUCAS_1ªM01EJA-EM_1ª ETAPA_PVI2_INEP32040300_2948_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
295;EEEFMHILDEBRANDOLUCAS_1ªN01EJA-EM_1ª ETAPA_PIPAT_INEP32040300_2950_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
296;EEEFMHILDEBRANDOLUCAS_1ªV01EJA-EM_1ª ETAPA_PVI1_INEP32040300_2949_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
297;EEEFMHILDEBRANDOLUCAS_1ªV01EJA-EM_1ª ETAPA_PVI2_INEP32040300_2949_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
298;EEEFMHILDEBRANDOLUCAS_1ªV1EPOUT_1ª ETAPA_PIPAT_INEP32040300_7340_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
299;EEEFMHILDEBRANDOLUCAS_2ªM01EJA-EM_2ª ETAPA_PVI1_INEP32040300_1763_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
300;EEEFMHILDEBRANDOLUCAS_2ªM01EJA-EM_2ª ETAPA_PVI2_INEP32040300_1763_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
301;EEEFMHILDEBRANDOLUCAS_2ªN01EJA-EM_2ª ETAPA_PIPAT_INEP32040300_1146_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
302;EEEFMHILDEBRANDOLUCAS_2ªN02EJA-EM_2ª ETAPA_PIPAT_INEP32040300_4032_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
303;EEEFMHILDEBRANDOLUCAS_2ªV01EJA-EM_2ª ETAPA_PVI1_INEP32040300_1764_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
304;EEEFMHILDEBRANDOLUCAS_2ªV01EJA-EM_2ª ETAPA_PVI2_INEP32040300_1764_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
305;EEEFMHILDEBRANDOLUCAS_3ªM01EJA-EM_3ª ETAPA_PVI1_INEP32040300_1144_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
306;EEEFMHILDEBRANDOLUCAS_3ªM01EJA-EM_3ª ETAPA_PVI2_INEP32040300_1144_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
307;EEEFMHILDEBRANDOLUCAS_3ªM02EJA-EM_3ª ETAPA_PVI1_INEP32040300_2381_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
308;EEEFMHILDEBRANDOLUCAS_3ªM02EJA-EM_3ª ETAPA_PVI2_INEP32040300_2381_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
309;EEEFMHILDEBRANDOLUCAS_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32040300_1765_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
310;EEEFMHILDEBRANDOLUCAS_3ªN02EJA-EM_3ª ETAPA_PIPAT_INEP32040300_2383_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
311;EEEFMHILDEBRANDOLUCAS_3ªV01EJA-EM_3ª ETAPA_PVI1_INEP32040300_1145_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
312;EEEFMHILDEBRANDOLUCAS_3ªV01EJA-EM_3ª ETAPA_PVI2_INEP32040300_1145_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
313;EEEFMIRMAMARIAHORTA_1ªN01-EM_EO_INEP32040334_532_2024;ESTUDO ORIENTADO;6622
314;EEEFMIRMAMARIAHORTA_1ªN01-EM_PROINPAC_INEP32040334_532_2024;;6622
315;EEEFMIRMAMARIAHORTA_1ªN01-EM_PV_INEP32040334_532_2024;PROJETO DE VIDA;6622
316;EEEFMIRMAMARIAHORTA_2ªN01-EM_PROINPAC_INEP32040334_1158_2024;;6622
317;EEEFMIRMAMARIAHORTA_3ªN01-EM_PROINPAC_INEP32040334_1778_2024;;6622
318;EEEFMMAJORALFREDOPEDRORABAYOLLI_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32040725_595_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
319;EEEFMMAJORALFREDOPEDRORABAYOLLI_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32040725_1225_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
320;EEEFMMAJORALFREDOPEDRORABAYOLLI_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32040725_2452_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
321;EEEFMMAJORALFREDOPEDRORABAYOLLI_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32040725_3022_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
322;EEEMCOLEGIOESTADUALDOESPIRITOSANTO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32040067_817_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
323;EEEMCOLEGIOESTADUALDOESPIRITOSANTO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32040067_1457_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
324;EEEMCOLEGIOESTADUALDOESPIRITOSANTO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32040067_2090_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
325;EEEFMANALOPESBALESTRERO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32034016_2819_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
326;EEEFMANALOPESBALESTRERO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32034016_4391_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
327;EEEFMANALOPESBALESTRERO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32034016_4840_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
328;EEEFMANALOPESBALESTRERO_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32034016_5247_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
329;EEEFMDRJOSEMOYSES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32076410_459_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
330;EEEFMDRJOSEMOYSES_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32076410_1085_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
331;EEEFMDRJOSEMOYSES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32076410_1707_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
332;EEEFMDRJOSEMOYSES_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32076410_2326_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
333;EEEFMHUNNEYEVERESTPIOVESAN_1ªN01EJA-EM_1ª ETAPA_PIPAT_INEP32035039_524_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
334;EEEFMHUNNEYEVERESTPIOVESAN_2ªN01EJA-EM_2ª ETAPA_PIPAT_INEP32035039_1151_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
335;EEEFMHUNNEYEVERESTPIOVESAN_2ªV01EJA-EM_2ª ETAPA_PVI1_INEP32035039_6756_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
336;EEEFMHUNNEYEVERESTPIOVESAN_2ªV01EJA-EM_2ª ETAPA_PVI2_INEP32035039_6756_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
337;EEEFMHUNNEYEVERESTPIOVESAN_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32035039_1770_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
338;EEEFMHUNNEYEVERESTPIOVESAN_3ªV01EJA-EM_3ª ETAPA_PVI1_INEP32035039_6800_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
339;EEEFMHUNNEYEVERESTPIOVESAN_3ªV01EJA-EM_3ª ETAPA_PVI2_INEP32035039_6800_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
340;EEEFMJESUSCRISTOREI_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32034652_546_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
341;EEEFMJESUSCRISTOREI_2ªM01-EJA-EM_2ª ETAPA_PVI1_INEP32034652_6370_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
342;EEEFMJESUSCRISTOREI_2ªM01-EJA-EM_2ª ETAPA_PVI2_INEP32034652_6370_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
343;EEEFMJESUSCRISTOREI_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32034652_1172_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
344;EEEFMJESUSCRISTOREI_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32034652_6514_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
345;EEEFMJESUSCRISTOREI_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32034652_6514_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
346;EEEFMJESUSCRISTOREI_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32034652_1792_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
347;EEEFMJOSERODRIGUESCOUTINHO_1ªN01-EJA-EM-ALG_1ª ETAPA_PIPAT_INEP32033826_569_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
348;EEEFMJOSERODRIGUESCOUTINHO_2ªN01-EJA-EM-ALG_2ª ETAPA_PIPAT_INEP32033826_1198_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
349;EEEFMJOSERODRIGUESCOUTINHO_3ªN01-EJA-EM-ALG_3ª ETAPA_PIPAT_INEP32033826_1816_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
350;EEEFMJOSEVITORFILHO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32034644_573_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
351;EEEFMJOSEVITORFILHO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32034644_1203_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
352;EEEFMJOSEVITORFILHO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32034644_1821_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
353;EEEFMMARIADELOURDESPOYARESLABUTO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32033796_600_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
354;EEEFMMARIADELOURDESPOYARESLABUTO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32033796_1232_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
355;EEEFMMARIADELOURDESPOYARESLABUTO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32033796_1853_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
356;EEEFMMARIANOFIRMEDESOUZA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32034741_2465_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
357;EEEFMMARIANOFIRMEDESOUZA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32034741_3586_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
358;EEEFMMARIANOFIRMEDESOUZA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32034741_4570_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
359;EEEFMMARIANOFIRMEDESOUZA_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32034741_1863_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
360;EEEFMPROFJOAQUIMBARBOSAQUITIBA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32035080_7346_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
361;EEEFMPROFJOAQUIMBARBOSAQUITIBA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32035080_7347_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
362;EEEFMSATURNINORANGELMAURO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32033940_7351_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
363;EEEFMSATURNINORANGELMAURO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32033940_7352_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
364;EEEFMSATURNINORANGELMAURO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32033940_7353_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
365;EEEFMALICEHOLZMEISTER_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32031661_7338_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
366;EEEFMGUILHERMINAHULDAKRUGERREINHOLZ_1ªN01-EM_EO_INEP32078625_518_2024;ESTUDO ORIENTADO;6622
367;EEEFMGUILHERMINAHULDAKRUGERREINHOLZ_1ªN01-EM_PROINPAC_INEP32078625_518_2024;;6622
368;EEEFMGUILHERMINAHULDAKRUGERREINHOLZ_1ªN01-EM_PV_INEP32078625_518_2024;PROJETO DE VIDA;6622
369;EEEFMGUILHERMINAHULDAKRUGERREINHOLZ_2ªN01-EM_PROINPAC_INEP32078625_1143_2024;;6622
370;EEEFMGUILHERMINAHULDAKRUGERREINHOLZ_3ªN01-EM_PROINPAC_INEP32078625_1762_2024;;6622
371;EEEMAUGUSTORUSCHI_1ªN01-EM_EO_INEP32065027_806_2024;ESTUDO ORIENTADO;6622
372;EEEMAUGUSTORUSCHI_1ªN01-EM_PROINPAC_INEP32065027_806_2024;;6622
373;EEEMAUGUSTORUSCHI_1ªN01-EM_PV_INEP32065027_806_2024;PROJETO DE VIDA;6622
374;EEEMAUGUSTORUSCHI_2ªN01-EM-MOD_PROINPAC_INEP32065027_2078_2024;;6622
375;EEEMAUGUSTORUSCHI_2ªN02-EM-MOD_PROINPAC_INEP32065027_2671_2024;;6622
376;EEEMAUGUSTORUSCHI_3ªN01-EM-MOD_PROINPAC_INEP32065027_3233_2024;;6622
377;EEEMAUGUSTORUSCHI_3ªN02-EM-MOD_PROINPAC_INEP32065027_3784_2024;;6622
378;EEEMIRMADULCELOPESPONTE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32065051_4302_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
379;EEEMIRMADULCELOPESPONTE_2ªM01-EJA-EM_2ª ETAPA_PVI1_INEP32065051_4300_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
380;EEEMIRMADULCELOPESPONTE_2ªM01-EJA-EM_2ª ETAPA_PVI2_INEP32065051_4300_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
381;EEEMIRMADULCELOPESPONTE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32065051_7333_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
382;EEEMIRMADULCELOPESPONTE_2ªN01-EJA-EP-ALG_2ª ETAPA_PIPAT_INEP32065051_4755_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
